Exercise_1,Exercise_2,Exercise_3,Exercise_4,Exercise_5,Exercise_6,Exercise_7,Exercise_8,Exercise_9,Exercise_10,Exercise_11,Exercise_12,Exercise_13,Exercise_14,Exercise_15,InjuryScore
4,3,1,10,10,7,8,6,8,8,9,7,13,12,12,0.4931861673857766
3,4,1,8,5,5,8,9,9,8,8,6,12,11,13,0.37736130203407536
4,1,4,9,7,8,5,8,8,7,8,7,13,11,13,0.2830836529813805
4,1,4,8,9,5,5,7,10,9,9,10,11,12,11,0.45197289024406506
4,3,2,6,8,8,8,7,5,6,5,5,13,13,12,0.13369479741677726
3,3,1,6,7,5,9,5,9,9,7,6,11,11,13,0.020112094119157486
16,15,16,18,20,19,19,19,20,17,18,18,22,23,21,0.6579171268432522
16,15,14,17,18,19,19,18,18,20,20,18,22,23,21,0.7163792201041514
2,3,2,7,5,5,6,10,5,7,9,7,11,11,12,0.18500180836755997
16,14,14,18,18,17,18,19,18,18,18,19,21,22,21,0.7639324774317845
16,16,15,19,18,17,18,19,19,19,18,19,23,23,22,0.7581664468328106
14,15,15,18,20,17,17,19,17,20,17,20,21,21,21,0.6110467037715448
2,2,1,10,5,10,5,6,7,7,8,5,13,11,13,0.16079580701406837
14,15,14,17,19,19,19,18,19,20,18,19,21,22,21,0.6750872776164438
1,2,3,8,10,6,7,6,7,10,10,8,13,13,11,0.14880064269487436
14,16,16,18,20,17,17,18,19,18,19,18,23,23,23,0.8692304423700954
14,15,14,19,19,17,18,19,20,17,20,19,21,22,21,0.720210996138763
14,15,14,18,19,17,20,19,19,18,17,20,23,23,23,0.8010318583737605
2,4,4,8,7,7,8,8,8,9,6,9,13,12,11,0.3451220593430654
1,1,3,9,9,6,9,8,5,6,8,5,12,11,12,0.4106338281242614
14,16,14,18,17,19,20,19,19,18,18,20,21,22,22,0.6432941377557228
4,3,1,8,8,9,6,5,5,5,9,9,11,11,11,0.3282367234932362
16,14,16,20,17,17,18,19,19,17,20,18,22,21,23,0.9431785128089267
15,16,16,19,19,18,19,20,17,18,17,19,23,22,21,0.9192862441727814
16,16,15,19,20,20,20,19,17,17,18,20,23,22,23,0.5972809058613652
3,3,4,7,7,5,10,6,7,9,8,6,13,11,13,0.003853841051971729
1,4,2,9,9,7,7,7,8,6,7,7,13,11,12,0.1466571351253081
2,4,1,10,9,8,7,7,5,7,9,8,13,13,11,0.1296104820917403
15,15,15,17,18,19,19,19,19,18,17,17,23,23,23,0.6995766789230539
14,15,16,20,17,18,19,20,19,20,19,20,21,23,21,0.9935448955851405
1,2,1,9,7,5,7,8,6,10,7,7,11,11,13,0.030571278118838308
2,3,3,7,7,5,5,5,6,6,9,8,11,13,13,0.37230310051468385
2,2,2,6,8,5,5,5,6,8,10,5,12,13,11,0.22543089525105087
4,1,3,9,9,6,10,8,6,6,9,7,13,11,13,0.19661723915660112
2,4,2,6,10,5,6,9,5,8,10,6,13,13,13,0.18370552235145332
4,3,2,5,6,9,10,5,7,6,5,5,12,11,11,0.1859253729040704
14,16,14,20,19,18,17,19,20,18,19,20,22,21,21,0.6444574177177256
14,14,16,17,20,20,20,18,17,18,19,17,22,23,21,0.5913276843483434
16,15,16,19,20,17,17,17,18,20,18,18,22,22,23,0.7248646370829215
2,3,1,7,6,6,5,6,6,9,8,9,13,11,12,0.4583920174453404
16,15,14,17,17,20,20,17,18,20,17,17,23,22,22,0.6209384510426988
4,2,1,9,5,10,8,7,5,7,8,6,12,13,13,0.22327601876089387
2,4,4,6,8,7,6,10,5,8,10,8,12,11,12,0.4000958827271186
14,16,14,17,20,17,18,17,19,18,20,20,21,22,22,0.5384252607529499
4,3,2,9,9,9,8,5,5,9,7,8,12,11,11,0.0407557556841327
14,15,15,17,19,19,17,17,20,18,17,18,21,23,22,0.9452325420120185
1,1,1,6,10,5,6,7,10,7,5,6,12,11,12,0.19357805252813198
16,16,16,19,17,20,17,18,18,20,19,18,23,22,21,0.6649005969292486
16,14,15,19,18,18,18,17,18,19,17,19,23,22,22,0.5649422999557718
2,4,3,8,5,5,8,5,8,6,7,9,12,12,11,0.3618368140079824
2,3,1,9,6,5,6,6,6,9,6,8,11,13,11,0.019062992130099543
16,16,14,20,17,18,20,17,18,19,20,19,22,21,23,0.8183012741027148
4,1,1,6,8,6,6,5,8,8,7,8,13,11,12,0.20081904197857925
16,15,15,17,20,19,18,18,18,20,19,18,22,22,21,0.9878325341139954
16,16,16,18,20,19,19,18,18,18,20,17,22,21,22,0.8469269667903213
3,4,1,9,8,7,5,7,10,5,10,5,13,12,11,0.012264229876510435
1,2,4,10,5,5,7,7,6,10,10,6,13,11,13,0.00839077881691308
1,2,4,6,10,9,5,9,7,6,10,9,12,11,11,0.13652852735772036
14,15,15,20,18,20,20,18,20,19,19,17,23,21,22,0.8226247849452758
3,1,1,6,7,10,10,6,5,5,8,7,13,12,13,0.19660040622026098
16,14,15,17,17,18,20,17,19,18,18,17,23,21,21,0.8748383376847411
15,16,14,17,20,17,18,19,20,20,20,20,23,21,21,0.5684087687073259
15,14,16,18,19,19,20,17,18,18,20,18,21,23,21,0.5326625056667929
16,14,14,20,20,17,17,18,17,18,18,18,21,22,22,0.5268793037569331
16,14,14,18,18,20,17,17,20,20,20,19,21,23,21,0.8593570486938992
15,16,15,18,18,20,19,17,17,18,18,19,23,21,22,0.883722642780825
3,3,1,5,8,8,7,8,5,10,10,7,12,11,11,0.21321576607764225
4,1,2,5,5,6,10,6,6,8,8,10,12,12,12,0.3963493406685219
1,3,4,7,10,6,5,9,9,10,6,9,11,12,13,0.4759299443405921
3,2,2,8,5,8,8,6,6,9,10,6,13,12,12,0.351627207023571
14,16,14,20,20,20,19,20,19,17,20,20,22,21,21,0.5358679666433893
16,16,16,19,17,18,17,18,20,18,18,18,23,21,23,0.5363473153149567
14,14,14,20,19,17,19,19,19,17,20,17,23,21,21,0.8312185763829129
14,16,16,18,19,17,20,17,19,18,18,20,23,22,23,0.8198924132350284
14,14,14,17,20,20,20,19,17,18,20,20,21,21,21,0.6464657055027095
3,2,3,8,9,7,6,7,6,10,7,7,13,11,11,0.21412366625508306
15,15,15,17,19,20,18,20,20,20,20,18,21,21,23,0.8548649092798073
2,2,4,6,10,6,5,9,7,10,5,6,11,13,11,0.44367309174493474
2,2,1,5,7,6,5,9,8,8,5,10,11,12,13,0.48557984548328936
4,3,2,9,5,5,6,10,9,9,6,5,13,11,11,0.07944269679004956
4,4,3,5,8,10,5,9,10,5,10,8,13,12,11,0.016124850730562024
3,4,2,5,8,5,5,5,5,8,10,7,12,11,13,0.34049228791481545
1,2,1,7,8,5,8,8,9,7,10,5,13,11,12,0.21538368206333502
15,16,15,17,18,17,17,19,18,20,18,20,22,23,22,0.8985286487774221
1,4,2,7,8,5,10,7,6,8,10,9,12,12,13,0.0720377764946385
2,3,4,10,10,9,8,7,8,9,7,6,13,12,11,0.036626456171470645
16,14,14,17,17,17,17,17,17,20,17,18,22,23,23,0.524112169616084
1,1,2,6,6,8,10,8,10,10,9,5,11,11,11,0.09900944898058117
1,2,1,10,9,7,8,7,9,5,7,5,12,11,11,0.08229480964464297
4,1,1,6,6,6,5,10,10,5,5,9,12,12,11,0.2617483523592685
14,16,16,17,20,17,17,17,19,18,19,18,22,22,21,0.8775065076262231
16,14,15,20,20,18,20,17,20,20,20,19,21,23,21,0.5422845369441631
2,3,1,6,7,6,7,7,7,7,10,9,13,11,13,0.34935221070487965
16,15,14,17,19,20,20,18,19,20,18,18,21,22,21,0.845906309766503
1,2,2,10,7,5,6,5,5,6,7,6,11,13,11,0.2967945954494985
3,4,2,5,5,5,6,9,10,6,5,5,13,12,13,0.1591567079629721
2,3,1,9,7,5,8,7,10,5,9,10,13,11,11,0.2492465504525293
14,14,16,17,18,20,20,19,17,20,17,18,22,22,21,0.8572850317849081
16,15,15,17,18,19,17,19,19,19,18,19,23,22,23,0.9854972349137094
4,3,4,6,8,5,8,8,8,7,5,7,12,13,11,0.44854051060410494
14,14,15,20,17,17,20,20,17,19,18,19,22,22,21,0.9185110563389064
4,3,3,10,9,8,7,5,9,8,6,5,12,11,13,0.10726070843002433
1,4,3,10,6,7,5,10,9,8,7,5,13,13,13,0.49112069367470135
2,1,2,6,10,8,6,10,5,6,8,9,13,11,12,0.14201222505797062
15,16,15,19,20,19,17,18,20,18,19,17,23,22,23,0.7614601141628011
4,4,2,6,9,6,9,10,10,5,10,8,11,13,11,0.4044954012782198
4,4,4,5,5,8,8,6,8,6,8,6,12,13,11,0.18218938067685453
16,15,14,17,17,18,19,20,20,20,20,18,23,22,22,0.561979763474726
15,15,16,19,20,19,19,20,20,18,19,20,23,22,21,0.6149861937732208
14,14,15,17,19,19,18,17,18,19,19,18,23,22,22,0.7883966522241345
3,4,3,6,10,8,5,9,8,7,5,10,13,13,11,0.08708116679504874
15,14,16,17,20,17,17,20,18,19,20,18,22,21,22,0.7799253642787027
14,16,16,17,20,18,20,19,17,19,17,18,23,21,21,0.7456113757389299
14,14,14,17,20,20,19,18,19,18,20,17,22,23,21,0.8093987117888829
4,4,3,9,9,10,10,6,10,9,9,7,12,12,11,0.30412251669963253
14,16,14,18,17,20,17,20,20,19,17,20,23,23,22,0.8557354567333427
1,2,3,5,8,7,6,10,10,5,9,10,12,13,13,0.05911214941230081
16,15,14,20,17,20,20,20,20,19,18,20,21,23,22,0.868820317856976
16,15,14,18,18,19,19,18,17,19,18,19,22,23,21,0.8620082622678493
2,2,2,7,10,7,5,7,7,5,10,8,12,13,12,0.17105138123388408
15,16,14,20,20,20,19,19,19,20,19,17,22,22,22,0.9110071585770675
16,15,15,17,20,18,18,20,20,19,18,20,21,23,23,0.5586006155259696
3,2,4,10,5,8,8,5,6,5,9,5,12,11,11,0.4878205584932378
16,16,15,20,20,18,20,17,18,18,17,18,21,22,23,0.7545867696746241
1,1,2,10,7,10,9,7,8,10,6,10,13,11,11,0.42435410331832324
3,1,4,9,10,6,8,8,7,8,8,5,11,11,13,0.29261892017318714
15,15,15,18,20,17,19,20,18,20,20,18,21,21,22,0.7219819951666512
16,14,14,17,18,18,18,19,20,19,20,17,22,22,22,0.842635502651476
2,2,1,6,8,8,8,8,6,10,10,5,13,12,13,0.18623227326463943
14,14,15,18,17,18,17,19,17,19,18,17,21,22,23,0.969348434060093
16,16,15,20,18,19,17,17,18,17,20,17,22,23,22,0.6555891437241173
16,14,14,18,17,19,19,18,17,18,17,18,23,21,21,0.633137239948263
16,15,16,18,17,18,19,19,20,17,18,17,21,21,22,0.5172962799110347
4,3,4,10,7,9,5,6,8,7,7,8,11,12,11,0.09587720434302749
14,15,14,20,17,19,19,20,20,19,20,17,22,23,22,0.7200044330369619
14,14,16,17,19,20,19,20,20,18,20,20,23,21,22,0.8802388665757572
14,16,16,18,19,17,17,20,19,17,19,17,21,22,21,0.993362315455997
3,2,1,10,6,6,10,10,10,6,8,10,13,12,11,0.17132286543428843
4,2,1,8,9,8,5,8,6,5,10,9,13,12,12,0.11823381079063977
15,16,15,19,18,18,20,18,17,17,17,20,22,23,21,0.5934601652830037
1,2,2,7,8,6,5,9,7,8,7,6,13,12,11,0.3330056697406776
4,4,4,5,10,8,6,9,9,6,6,7,11,13,11,0.04511636860327228
1,2,2,10,10,8,5,5,8,10,9,9,11,11,11,0.4786911177793969
4,1,4,10,8,6,6,8,9,7,5,8,11,13,11,0.03909803306438675
2,4,1,7,5,5,7,8,5,9,5,9,13,13,12,0.2788937101782726
1,2,4,8,8,8,7,5,7,8,5,10,12,12,13,0.311750962859055
4,2,3,9,10,7,10,8,6,6,8,8,13,13,13,0.31587061330478694
15,16,14,17,19,19,18,19,20,18,19,19,21,21,22,0.6423237942655949
14,16,15,17,17,17,17,19,18,19,20,17,21,22,21,0.5995253990520691
3,2,3,10,9,8,9,7,7,5,7,5,12,13,11,0.16376182079375912
14,14,14,18,18,20,20,19,17,18,18,18,21,21,21,0.5265042673315243
3,1,4,6,6,7,7,9,7,8,7,8,12,11,11,0.08222007490958139
14,14,16,18,17,18,17,17,18,18,18,18,23,21,23,0.6579764042376481
1,3,2,9,5,8,8,6,8,10,9,9,13,11,11,0.007641924926502841
4,4,1,5,9,7,7,8,6,6,7,5,13,12,13,0.17066313143736056
14,16,15,18,20,18,17,20,19,19,20,18,21,23,23,0.626902129898766
16,16,16,18,18,19,19,19,19,17,17,19,22,21,21,0.5717588050727934
1,4,2,8,9,6,6,7,8,7,7,7,12,12,13,0.4500442653762764
15,16,15,17,17,18,20,19,17,18,17,19,21,23,21,0.9377864581564492
14,14,14,19,19,20,19,17,18,20,18,18,22,21,22,0.932732940135571
1,4,3,9,5,6,5,10,5,9,8,10,12,13,13,0.4503391138572058
3,3,4,6,6,7,9,8,8,5,6,9,12,13,13,0.47719528459070115
15,15,14,19,18,20,17,19,17,17,18,20,23,21,23,0.7839904818168368
16,14,16,20,17,20,20,17,20,17,18,17,21,22,21,0.5944746334351716
1,4,4,7,6,9,8,6,6,8,8,7,11,11,13,0.15763716237117287
2,1,4,10,5,10,10,7,6,6,6,6,12,13,13,0.12733404676702065
14,16,16,17,19,17,20,18,18,18,18,17,22,23,21,0.743353833352937
2,1,2,6,8,7,9,6,8,7,5,5,13,12,12,0.12660325186949062
14,14,16,20,17,17,20,18,17,17,20,19,23,21,22,0.5662595232499619
3,2,4,7,8,9,6,10,10,6,5,9,13,13,12,0.3812001111308094
3,3,2,9,8,5,8,8,8,10,5,7,11,12,13,0.02556063330827063
1,3,1,7,9,10,6,7,6,6,5,6,13,11,13,0.07811831689196236
1,2,2,8,10,6,7,5,7,8,8,7,13,12,12,0.03733181663423013
14,16,15,18,20,17,18,18,17,17,20,18,23,21,22,0.503223348046181
16,16,16,20,18,20,20,20,19,18,17,20,22,22,22,0.7083145028146394
1,1,2,7,6,7,6,9,7,9,7,5,13,11,13,0.36120202937487633
1,2,4,8,7,10,6,5,9,10,10,8,13,11,11,0.3879362597356072
16,16,16,17,19,19,19,17,19,17,19,20,23,22,22,0.6848576308823892
1,3,1,9,6,6,5,8,6,10,5,6,13,11,11,0.2112024670446878
14,14,16,18,18,19,20,19,20,18,20,19,22,22,22,0.5681676079604486
1,3,2,7,9,8,8,10,10,6,10,5,11,13,13,0.05262503268773833
14,14,16,18,18,20,18,20,20,19,18,19,23,21,21,0.7468621153958782
16,16,16,17,20,20,20,18,19,19,20,19,22,22,23,0.8754994075956798
16,14,14,17,17,18,18,20,18,20,17,17,23,22,23,0.6514588280806962
4,1,3,7,6,9,7,6,7,5,8,7,12,11,11,0.41767827489570275
16,16,14,20,17,18,17,18,20,18,18,20,22,21,21,0.669818563727807
14,16,15,20,18,18,17,19,17,17,19,17,21,21,21,0.7554113485802164
1,2,3,9,8,8,6,10,10,6,5,8,12,11,11,0.3340053549532547
4,4,1,7,8,10,10,10,7,9,5,6,11,13,12,0.002287913116288287
4,3,2,5,5,9,6,6,9,8,5,10,12,12,12,0.020166410274572222
2,3,4,7,8,8,7,9,10,7,10,10,11,13,13,0.23512869438202055
16,14,16,18,18,20,18,17,20,17,20,17,23,22,23,0.6982217046597172
15,16,16,18,17,20,19,20,19,18,19,19,23,21,21,0.8188991566710373
14,15,16,18,20,19,20,17,17,18,18,19,22,23,23,0.7389635782003844
14,16,14,18,20,18,20,18,19,17,17,20,22,22,23,0.8483328539278483
2,1,3,7,9,6,7,6,10,6,7,5,11,12,13,0.19108108102591104
3,4,2,5,8,10,5,10,9,6,5,8,12,12,13,0.10998785153993373
16,16,15,19,20,17,20,18,19,19,17,17,21,22,23,0.85196532109248
3,4,4,7,10,8,8,6,8,7,9,7,11,13,11,0.35047794991154757
15,14,15,18,18,17,17,19,19,18,20,20,23,21,21,0.6853079044513612
4,3,1,8,8,9,5,6,8,6,6,7,12,11,13,0.02201259536920741
14,16,15,19,17,17,20,20,20,18,20,17,21,21,23,0.77207695999912
3,1,4,10,9,7,6,5,7,6,6,5,13,11,13,0.18153247306850773
14,16,15,19,18,20,18,20,20,20,17,20,22,23,23,0.8644835890228728
16,16,14,20,19,18,17,18,20,17,20,19,23,22,23,0.5367328447091776
3,4,3,5,5,7,9,6,6,6,10,9,12,12,12,0.296847914153345
14,15,16,20,20,17,19,18,20,19,17,18,23,22,21,0.7300827839590058
4,3,1,10,9,7,6,7,5,10,10,8,12,12,12,0.28772170814047104
15,14,15,19,17,17,20,20,17,20,18,17,23,23,23,0.8823785445658523
14,14,14,17,17,18,18,17,18,20,20,20,23,21,23,0.7131646478537319
2,2,1,9,8,8,6,10,6,6,10,7,11,13,11,0.15159305605393136
3,1,1,9,8,8,10,7,6,8,10,9,11,13,12,0.20879009380054148
1,4,4,10,10,10,5,10,6,7,6,9,13,11,11,0.2272377859466358
14,16,15,17,17,20,17,20,18,20,17,18,23,23,22,0.6243892983825681
2,4,1,5,9,9,9,10,6,10,7,8,12,11,11,0.23461003077264686
4,4,4,5,7,9,8,6,8,7,9,8,11,12,11,0.26194541923182224
1,1,2,5,7,8,7,10,8,6,6,6,13,11,12,0.23362767759589498
15,16,14,18,20,20,17,18,19,18,19,18,22,22,21,0.6059733713759907
1,4,2,7,6,6,8,6,7,5,6,8,12,12,12,0.1095458865982325
3,4,2,7,10,5,10,7,10,5,10,6,12,12,12,0.1268005652210179
16,15,16,17,19,18,19,18,20,20,18,18,23,21,22,0.9032295614328197
16,15,14,19,19,18,19,19,17,17,18,20,22,22,21,0.5941830782481032
3,3,1,7,6,6,9,10,9,6,10,7,12,11,12,0.29439143188625594
16,15,15,19,20,17,19,17,19,17,20,19,21,22,21,0.7497444679523594
14,15,16,17,20,17,20,18,17,17,19,19,22,23,22,0.6026580184712609
3,2,3,6,7,6,9,6,7,10,6,8,13,12,12,0.24866167647402948
16,14,15,20,19,19,19,17,20,20,20,20,23,23,23,0.7588651986411837
3,1,2,5,8,10,6,10,8,9,9,6,12,13,11,0.32696578955913114
1,4,1,6,5,6,7,8,8,6,10,7,13,11,12,0.05581491131757077
3,4,2,9,5,7,6,9,10,9,7,5,12,11,12,0.2682855985913162
15,16,16,17,18,18,19,19,20,17,20,19,22,23,23,0.5339373982064988
16,15,16,19,20,18,17,19,19,19,20,20,23,21,22,0.5837547781490674
14,14,14,19,18,18,18,18,19,20,18,19,23,21,22,0.5398631805373203
4,2,1,8,6,10,7,10,6,10,10,5,13,13,12,0.06568484785371731
16,14,15,19,17,19,17,17,19,20,18,17,22,22,22,0.9328037595992018
15,16,15,18,17,20,19,19,18,17,18,18,23,22,23,0.9494955645808245
2,4,3,7,9,5,5,6,6,7,5,8,12,11,13,0.05708309378350107
1,3,4,9,8,5,7,7,9,9,7,9,13,12,13,0.3249439528584843
15,14,14,20,19,20,20,17,19,20,18,20,22,23,23,0.5714944186025307
3,1,2,8,7,7,6,9,7,5,10,9,11,13,13,0.2957344226797879
2,1,1,8,5,5,5,6,6,8,8,9,11,12,12,0.031962013063136285
16,16,14,20,17,19,20,20,17,18,17,19,22,23,23,0.5827376398275009
4,1,2,7,7,10,8,10,8,5,5,10,12,12,12,0.39153990914524595
1,3,1,9,6,6,7,5,6,7,10,10,12,11,13,0.21382266323798804
16,16,16,19,20,18,18,18,18,19,17,20,21,21,22,0.5316479621254521
2,4,3,7,5,8,6,10,7,6,9,6,11,11,12,0.3908610381440033
4,3,3,6,7,6,6,8,5,6,8,7,11,13,13,0.0012101940430481184
4,4,4,10,9,6,9,5,8,6,8,6,12,13,12,0.4271583588014717
4,2,2,9,7,9,6,7,10,5,7,10,11,11,13,0.3415145944759045
3,1,2,10,9,9,8,8,10,5,5,7,13,13,11,0.3687425524113104
4,4,3,5,10,6,8,10,7,9,7,8,13,12,13,0.1656252561942857
15,15,15,18,17,20,17,18,17,18,19,20,23,21,21,0.5841668015152359
2,2,2,9,6,5,8,8,10,5,8,5,13,11,11,0.25690204742865286
15,15,16,18,17,20,19,20,17,20,18,18,22,23,23,0.5623045526747735
1,4,3,7,8,10,8,6,6,5,10,5,11,12,12,0.4075665483619604
2,2,2,9,7,5,8,8,6,5,6,9,13,12,12,0.4294946694450389
16,15,15,19,19,17,17,18,20,18,18,19,22,23,21,0.598534284460475
1,3,3,7,10,9,10,8,6,10,8,10,12,11,11,0.42739896993472515
14,16,16,18,20,20,18,17,19,17,17,19,23,23,23,0.5381641507802467
15,15,14,18,19,20,17,17,17,19,20,18,22,22,23,0.6887528318966284
4,3,2,7,8,5,8,7,5,7,8,10,12,12,11,0.34343353131287835
3,1,2,6,8,10,10,7,5,7,7,9,11,11,12,0.4457680248238479
4,2,1,9,10,8,7,9,5,10,10,9,12,11,13,0.484191416941975
15,16,16,17,18,20,19,20,20,20,17,19,23,21,23,0.9542858573024984
4,4,2,7,9,6,9,5,10,5,8,9,11,13,12,0.05402246330797189
3,3,2,5,10,7,6,8,10,5,8,8,11,13,11,0.043892079316295574
15,16,16,20,18,17,17,19,17,20,20,17,23,21,23,0.8506214624051491
2,4,3,7,5,6,7,6,8,9,9,5,13,12,13,0.10237579738040048
14,14,14,18,20,17,19,18,19,20,20,19,22,21,21,0.6438353088585274
14,15,15,17,20,17,17,17,19,17,18,20,21,22,23,0.6695258885877943
3,4,4,6,6,7,6,7,7,5,7,8,12,11,11,0.04162694534571809
15,16,16,20,19,19,17,18,18,17,18,18,23,21,21,0.6450923679156586
16,16,16,19,20,18,20,17,20,20,20,17,22,22,23,0.5267941814505963
15,14,14,19,20,18,19,17,17,18,17,17,22,21,22,0.8314483199368552
4,3,1,6,10,10,8,9,7,6,6,8,12,12,11,0.21667111741666112
1,3,4,6,9,7,5,8,7,7,6,9,12,13,11,0.08381587541556867
16,14,15,19,19,18,20,18,18,20,17,17,23,21,21,0.9369086400050163
4,1,4,7,9,8,8,6,5,7,9,7,11,12,11,0.24171370831474792
4,1,1,7,9,6,8,6,9,5,10,6,11,11,11,0.01608998007802953
14,14,14,19,20,17,19,18,19,17,19,17,22,23,22,0.986114680693852
4,3,1,9,10,5,10,10,6,5,7,10,13,11,13,0.05220700130567679
14,14,15,17,18,17,17,20,18,18,17,19,22,22,22,0.7490794314731621
14,14,15,19,19,17,18,19,19,20,18,18,21,22,22,0.7096207753823688
15,16,15,19,20,20,17,19,19,17,19,17,23,22,23,0.5769595156117178
15,14,14,19,19,17,18,19,18,20,19,18,23,23,21,0.8764976120756187
2,3,1,6,7,6,9,9,6,10,9,9,12,13,13,0.2503526863424297
4,2,1,10,7,5,10,6,7,9,8,7,11,11,11,0.05776008064301563
1,1,2,8,6,7,7,9,8,6,6,5,12,11,11,0.14105941163202496
4,2,4,9,8,10,6,5,9,8,9,10,12,13,12,0.20011016076839006
14,15,15,17,19,17,18,20,18,18,17,18,23,22,21,0.552792850556246
3,2,4,9,8,9,10,6,5,6,6,8,12,12,12,0.45929305146193755
4,1,3,5,10,10,6,10,5,9,6,5,11,12,11,0.07034028480577725
16,15,16,20,20,18,17,19,19,19,18,20,21,22,21,0.6579550215189678
4,4,1,6,8,5,6,6,10,9,8,7,11,12,13,0.3378033049245279
14,15,15,18,20,20,18,17,20,20,20,17,22,22,22,0.642466613467036
15,14,15,20,18,17,17,20,20,19,20,18,23,21,22,0.7768880133444218
16,16,16,19,18,20,19,18,18,18,20,18,22,23,22,0.8730193499723611
4,3,1,6,6,6,7,7,9,6,8,10,12,11,12,0.16363327468867828
2,4,2,8,10,6,6,6,7,8,7,6,12,13,11,0.1530973348610415
1,3,4,5,8,9,10,6,5,7,6,10,12,13,13,0.29918317312642806
4,2,4,7,9,9,5,8,10,7,6,10,12,13,11,0.3214778995785974
4,2,4,8,10,9,7,7,8,10,9,9,11,13,12,0.3955774485310286
1,2,2,10,8,9,8,6,7,8,10,6,11,13,12,0.0772587164974412
15,16,16,20,17,18,19,20,19,18,18,18,21,23,22,0.9160765611135301
2,3,2,10,7,5,6,5,9,8,9,6,12,13,11,0.1583664843534035
4,2,4,6,8,10,8,6,10,10,7,8,13,12,13,0.2692486688193556
15,15,15,19,19,17,18,19,19,20,17,18,23,22,23,0.924355727189391
16,14,16,20,17,17,19,20,20,17,19,19,21,23,21,0.5232491458425241
16,16,15,18,18,17,17,17,20,19,20,18,21,23,21,0.9941585598452075
15,15,15,20,18,18,17,17,17,17,18,20,21,23,21,0.9691221385215437
15,16,14,18,18,20,17,19,19,17,20,19,21,22,21,0.7915626797671883
16,15,14,17,19,20,19,17,18,20,18,17,23,21,23,0.8266518858909075
3,1,1,10,8,8,8,10,6,7,5,9,11,13,11,0.14392813615302802
4,4,3,7,7,9,8,9,6,8,10,5,11,13,11,0.2870572694275284
1,4,4,8,9,5,5,9,7,5,10,8,13,13,13,0.1803233683540134
3,1,1,5,8,9,5,10,10,10,10,8,12,11,11,0.43046913332580117
16,16,14,17,19,19,18,20,19,17,19,19,23,23,22,0.6168710207153294
2,1,1,9,9,9,9,5,8,6,10,7,11,13,12,0.2653681230775974
15,14,14,20,20,17,17,19,17,19,19,18,21,22,23,0.8044332749314819
4,1,1,8,10,6,8,9,6,10,5,9,11,13,13,0.244068653828315
4,1,3,8,10,9,9,5,6,5,5,8,11,13,12,0.29845973242304147
1,4,3,9,8,10,8,10,7,6,8,5,12,11,13,0.3823821027120877
1,4,4,8,10,9,6,5,9,9,6,9,13,13,13,0.45049622192816163
3,4,3,6,7,7,10,9,7,9,7,9,12,13,11,0.16391077450280112
15,15,15,18,20,19,18,19,19,18,17,19,21,23,23,0.9334037272166295
14,14,14,17,19,20,17,20,17,17,20,20,22,21,23,0.8453308617394519
2,2,3,6,7,8,9,7,7,7,5,6,12,11,13,0.005609679633579945
3,3,3,9,8,10,7,8,8,10,6,9,12,13,12,0.05972975367458622
4,3,2,10,6,9,5,8,8,9,5,10,11,11,11,0.320658152408147
3,1,1,6,10,8,9,5,7,9,7,7,13,13,12,0.007517237405446187
15,15,16,17,20,18,17,17,19,19,19,19,21,21,23,0.9191182324500196
14,14,16,17,19,19,19,19,20,18,17,18,21,21,23,0.755894653652037
14,14,15,20,20,19,18,18,17,20,19,18,21,21,21,0.9141344557284315
16,16,16,18,19,17,18,17,17,18,20,18,23,23,23,0.5932796179938122
3,2,3,7,10,5,6,9,9,7,7,5,13,12,11,0.16128760029699318
3,2,3,10,9,8,6,6,7,7,5,6,11,11,13,0.3498336351424165
16,16,15,17,19,20,20,20,20,19,19,20,22,23,22,0.5910358986092926
2,1,4,6,8,9,8,8,9,7,9,6,11,11,12,0.2402427214053846
14,14,16,17,19,18,18,20,18,17,18,18,21,21,23,0.5447577639481266
15,14,15,20,19,19,19,17,20,19,19,17,22,23,21,0.8502973463083382
4,4,3,5,6,7,5,9,9,7,5,7,11,12,12,0.29412065971969936
1,1,1,9,9,6,5,8,7,9,8,7,12,13,13,0.32571734627003146
3,3,1,7,8,10,7,10,10,8,7,8,12,11,11,0.022978559629075246
14,15,15,17,19,19,20,17,20,17,19,19,23,21,22,0.8552603875737778
14,15,15,19,19,17,20,20,20,17,18,19,23,23,22,0.6737902729931411
4,2,4,5,5,5,5,5,5,8,8,10,12,13,13,0.03348194828851869
16,15,16,20,18,20,19,18,17,20,19,19,21,21,21,0.7066171666111737
15,14,16,20,18,17,17,20,18,18,19,19,23,23,23,0.7383602805131113
3,4,2,7,5,9,6,8,7,7,7,7,13,11,13,0.3025303958600589
16,16,16,18,18,20,20,17,19,20,18,18,21,21,22,0.6951251795624056
15,14,15,18,20,20,19,18,17,19,19,17,23,23,23,0.7309612102140619
15,16,14,18,18,18,18,20,19,17,19,18,23,23,22,0.6799247065861874
1,2,1,8,6,7,10,6,8,9,10,7,12,12,12,0.23146366984361322
14,15,14,19,18,17,17,17,17,20,18,20,23,22,21,0.6199817415118289
16,15,15,20,19,17,18,19,17,20,18,18,23,22,23,0.7021794012906026
3,3,4,8,9,10,7,9,6,6,7,8,12,13,13,0.23093192231374438
